country,year,active_teams,new_teams_first_seen,top100_teams
KG,2022,1,1,0
KG,2023,2,1,0
KG,2024,6,4,0
KG,2025,6,3,0
KG,2026,5,3,0
KH,2017,1,1,0
KH,2018,1,0,0
KH,2019,3,2,0
KH,2020,1,0,0
KH,2021,2,2,0
KH,2022,3,0,0
KH,2023,3,3,0
KH,2024,8,4,0
KH,2025,4,2,0
KH,2026,2,0,0
KI,2021,1,1,0
KI,2022,2,2,0
KI,2024,1,0,0
KI,2025,2,0,0
KM,2017,1,1,0
KP,2012,1,1,1
KP,2013,1,0,1
KP,2014,2,1,1
KP,2015,1,0,1
KP,2016,4,3,0
KP,2017,5,2,0
KP,2018,5,2,0
KP,2019,3,0,0
KP,2020,2,0,0
KP,2021,2,0,0
KP,2022,2,1,0
KP,2023,5,4,0
KP,2024,4,2,0
KP,2025,7,4,0
KP,2026,2,1,0
KR,2011,7,7,2
KR,2012,23,17,6
KR,2013,42,22,5
KR,2014,43,16,6
KR,2015,65,29,3
KR,2016,74,38,5
KR,2017,101,39,8
KR,2018,135,62,6
KR,2019,181,88,6
KR,2020,182,80,3
KR,2021,165,60,1
KR,2022,194,86,1
KR,2023,170,61,1
KR,2024,166,65,2
KR,2025,162,61,2
KR,2026,101,39,5
KW,2016,2,2,0
KW,2020,1,1,0
KW,2021,1,0,0
KW,2024,1,0,0
KW,2025,1,1,0
KW,2026,2,1,0
KZ,2013,1,1,0
KZ,2014,2,2,0
KZ,2015,2,1,0
KZ,2016,3,1,0
KZ,2017,7,5,0
KZ,2018,6,3,0
KZ,2019,7,5,0
KZ,2020,5,1,0
KZ,2021,9,7,0
KZ,2022,19,11,0
KZ,2023,29,18,1
KZ,2024,75,61,0
KZ,2025,67,39,0
KZ,2026,57,25,3
LA,2018,2,2,0
LA,2019,2,0,0
LA,2020,3,1,0
LA,2022,1,0,0
LA,2023,4,3,0
LA,2024,5,2,0
LA,2025,7,4,0
LA,2026,2,0,0
LB,2019,3,3,0
LB,2020,3,3,0
LB,2021,3,1,0
LB,2022,5,4,0
LB,2023,2,0,0
LB,2024,4,0,0
LB,2025,3,1,0
LB,2026,2,1,0
LC,2014,1,1,0
LC,2015,1,1,0
LC,2016,1,0,0
LC,2017,1,1,0
LC,2018,1,1,0
LC,2019,7,5,0
LC,2020,11,7,0
LC,2021,14,9,0
LC,2022,9,3,0
LC,2023,9,5,0
LC,2024,14,3,0
LC,2025,11,6,0
LC,2026,4,2,0
LI,2018,1,1,0
LI,2023,1,1,0
LI,2024,1,0,0
LI,2025,2,0,0
LK,2015,1,1,0
LK,2016,5,5,0
LK,2017,8,7,0
LK,2018,3,0,0
LK,2019,8,6,0
LK,2020,9,4,0
LK,2021,5,2,0
LK,2022,6,4,0
LK,2023,4,1,0
LK,2024,12,6,0
LK,2025,8,2,0
LK,2026,5,1,0
LS,2024,2,2,0
LS,2025,3,1,0
LS,2026,2,1,0
LT,2013,1,1,0
LT,2014,1,1,0
LT,2015,1,1,0
LT,2016,3,2,0
LT,2017,3,1,0
LT,2018,3,1,0
LT,2019,6,4,0
LT,2020,3,0,0
LT,2021,7,4,0
LT,2022,16,11,0
LT,2023,16,8,0
LT,2024,19,10,0
LT,2025,10,4,0
LT,2026,13,6,0
LU,2012,2,2,0
LU,2013,2,1,0
LU,2014,1,0,0
LU,2015,3,1,0
LU,2016,3,1,0
LU,2017,3,1,0
LU,2018,3,1,0
LU,2019,4,1,0
LU,2020,6,3,0
LU,2021,5,1,0
LU,2022,5,1,0
LU,2023,9,5,0
LU,2024,5,1,0
LU,2025,8,3,0
LU,2026,3,0,0
LV,2014,1,1,0
LV,2015,1,1,0
LV,2018,2,2,0
LV,2019,2,1,0
LV,2020,1,0,0
LV,2021,2,1,0
LV,2022,3,2,0
LV,2023,1,0,0
LV,2024,2,2,0
LV,2025,11,9,0
LV,2026,5,0,0
LY,2017,1,1,0
LY,2025,1,1,0
LY,2026,1,0,0
MA,2013,4,4,0
MA,2014,7,5,0
MA,2015,18,11,1
MA,2016,21,10,1
MA,2017,30,14,1
MA,2018,25,6,0
MA,2019,27,14,0
MA,2020,46,31,0
MA,2021,42,24,0
MA,2022,53,28,0
MA,2023,69,39,0
MA,2024,101,61,0
MA,2025,115,73,0
MA,2026,74,35,4
MC,2017,1,1,0
MC,2020,1,1,0
MC,2022,1,1,0
MC,2023,1,1,0
MC,2024,2,1,0
MC,2025,2,0,0
MD,2017,2,2,0
MD,2018,1,0,0
MD,2019,2,1,0
MD,2020,2,1,0
MD,2021,5,1,0
MD,2022,2,0,0
MD,2023,5,4,0
MD,2024,6,2,0
MD,2025,3,0,0
MD,2026,1,0,0
MF,2017,1,1,0
MF,2024,1,0,0
MF,2025,1,0,0
MF,2026,1,0,0
MG,2016,1,1,0
MG,2017,1,0,0
MG,2019,2,2,0
MG,2020,2,0,0
MG,2021,2,1,0
MG,2022,2,0,0
MG,2023,2,0,0
MG,2024,3,1,0
MG,2025,3,1,0
MG,2026,1,1,0
MK,2018,1,1,0
MK,2019,2,1,0
MK,2020,2,1,0
MK,2021,3,2,0
MK,2022,3,2,0
MK,2023,2,1,0
MK,2024,2,1,0
MK,2025,2,2,0
MK,2026,1,1,0
ML,2022,1,1,0
ML,2023,1,0,0
ML,2024,1,0,0
ML,2025,2,1,0
MM,2013,2,2,0
MM,2015,2,2,0
MM,2016,3,2,0
MM,2017,2,0,0
MM,2018,4,1,0
MM,2019,5,2,0
MM,2020,12,9,0
MM,2021,8,4,0
MM,2022,7,2,0
MM,2023,20,15,0
MM,2024,19,8,0
MM,2025,22,12,0
MM,2026,15,7,0
MN,2012,2,2,0
MN,2013,5,4,0
MN,2014,17,13,0
MN,2015,16,7,1
MN,2016,25,15,0
MN,2017,34,20,0
MN,2018,39,19,0
MN,2019,53,26,0
MN,2020,48,20,0
MN,2021,33,8,0
MN,2022,49,19,0
MN,2023,49,15,0
MN,2024,66,25,0
MN,2025,51,15,2
MN,2026,31,15,5
MO,2020,2,2,0
MO,2021,2,1,0
MO,2022,4,3,0
MO,2023,3,1,0
MO,2024,2,0,0
MO,2025,1,0,0
MP,2011,1,1,0
MP,2015,1,0,0
MP,2021,1,0,0
MP,2023,1,0,0
MP,2024,1,0,0
MQ,2020,1,1,0
MQ,2023,1,0,0
MQ,2024,1,0,0
MR,2018,1,1,0
MR,2019,1,0,0
MR,2020,1,0,0
MR,2021,1,0,0
MR,2022,1,0,0
MR,2023,1,0,0
MR,2024,2,2,0
MR,2025,3,3,0
MR,2026,1,0,0
MS,2022,1,1,0
MS,2023,1,0,0
MT,2015,1,1,0
MT,2016,2,1,0
MT,2021,1,1,0
MT,2022,3,3,0
MT,2023,3,3,1
MT,2024,3,2,1
MT,2025,5,2,1
MT,2026,4,0,0
MV,2019,1,1,0
MV,2024,1,1,0
MV,2025,1,1,0
MV,2026,1,1,0
MX,2013,1,1,0
MX,2014,2,2,0
MX,2015,4,2,0
MX,2016,8,5,0
MX,2017,13,6,0
MX,2018,18,10,0
MX,2019,19,9,0
MX,2020,21,8,0
MX,2021,25,13,0
MX,2022,24,14,0
MX,2023,20,5,0
MX,2024,29,12,0
MX,2025,23,9,0
MX,2026,8,3,0
MY,2011,2,2,0
MY,2012,2,2,0
MY,2013,4,3,0
MY,2014,9,6,0
MY,2015,11,7,0
MY,2016,13,7,0
MY,2017,7,2,0
MY,2018,14,10,0
MY,2019,24,17,0
MY,2020,30,19,0
MY,2021,49,32,0
MY,2022,48,22,0
MY,2023,58,38,0
MY,2024,78,49,0
MY,2025,114,67,0
MY,2026,52,23,1
MZ,2024,1,1,0
NA,2015,1,1,0
NA,2016,1,0,0
NA,2017,1,0,0
NA,2023,1,1,0
NA,2024,2,1,0
NA,2025,2,2,0
NC,2022,1,1,0
NC,2023,1,1,0
NC,2025,1,0,0
NE,2018,1,1,0
NE,2019,1,1,0
NE,2021,1,1,0
NE,2023,1,1,0
NE,2024,1,1,0
NE,2025,4,4,0
NE,2026,2,1,0
NF,2012,1,1,0
NF,2013,1,0,0
NF,2014,1,1,0
NF,2015,3,1,0
NF,2016,2,0,0
NF,2017,1,0,0
NF,2018,1,0,0
NF,2019,3,1,0
NF,2020,3,1,0
NF,2021,2,0,0
NF,2022,5,1,0
NF,2023,4,0,0
NF,2024,4,0,0
NF,2025,4,0,0
NF,2026,3,0,0
NG,2015,1,1,0
NG,2016,1,1,0
NG,2017,2,1,0
NG,2018,4,3,0
NG,2019,3,2,0
NG,2020,2,1,0
NG,2021,7,5,0
NG,2022,5,4,0
NG,2023,6,6,0
NG,2024,5,4,0
NG,2025,7,5,0
NG,2026,4,3,0
NI,2025,1,1,0
NL,2011,2,2,1
NL,2012,6,4,3
NL,2013,13,7,2
NL,2014,18,10,2
NL,2015,30,17,2
NL,2016,35,12,1
NL,2017,36,11,0
NL,2018,44,18,0
NL,2019,49,24,0
NL,2020,66,36,0
NL,2021,68,34,0
NL,2022,69,21,1
NL,2023,75,32,0
NL,2024,58,14,1
NL,2025,49,13,1
NL,2026,22,3,0
NO,2012,2,2,0
NO,2013,4,3,0
NO,2014,6,3,0
NO,2015,9,5,0
NO,2016,16,8,1
NO,2017,20,9,1
NO,2018,16,4,0
NO,2019,33,22,1
NO,2020,41,20,3
NO,2021,46,23,3
NO,2022,50,22,3
NO,2023,61,30,2
NO,2024,66,25,1
NO,2025,71,23,0
NO,2026,21,0,0
NP,2011,1,1,0
NP,2012,1,0,0
NP,2013,1,0,0
NP,2014,1,0,0
NP,2015,1,0,0
NP,2016,2,1,0
NP,2017,3,2,0
NP,2018,4,2,0
NP,2019,10,8,0
NP,2020,16,12,0
NP,2021,11,2,0
NP,2022,12,5,0
NP,2023,19,13,0
NP,2024,28,15,0
NP,2025,39,23,1
NP,2026,25,13,0
NU,2020,1,1,0
NU,2021,1,0,0
NZ,2017,1,1,0
NZ,2018,2,2,0
NZ,2019,7,6,0
NZ,2020,6,4,0
NZ,2021,7,3,0
NZ,2022,10,6,0
NZ,2023,6,3,0
NZ,2024,12,9,0
NZ,2025,13,9,0
NZ,2026,4,2,0
OM,2015,1,1,0
OM,2017,1,1,0
OM,2018,2,0,0
OM,2019,1,0,0
OM,2020,5,3,0
OM,2021,2,0,0
OM,2022,1,0,0
OM,2023,7,6,0
OM,2024,2,1,0
OM,2025,5,3,0
OM,2026,1,1,0
PA,2019,1,1,0
PA,2023,2,2,0
PA,2024,2,0,0
PA,2025,1,0,0
PE,2019,1,1,0
PE,2020,4,4,0
PE,2021,4,2,0
PE,2022,3,1,0
PE,2023,2,1,0
PE,2024,6,4,0
PE,2025,9,8,0
PE,2026,5,2,0
PF,2019,1,1,0
PG,2018,2,2,0
PG,2019,1,1,0
PG,2020,1,0,0
PG,2021,1,0,0
PG,2023,1,1,0
PH,2014,1,1,0
PH,2016,5,5,0
PH,2017,7,4,0
PH,2018,8,5,0
PH,2019,19,16,0
PH,2020,26,17,0
PH,2021,28,15,0
PH,2022,24,11,0
PH,2023,54,38,0
PH,2024,86,54,0
PH,2025,73,33,0
PH,2026,27,9,0
PK,2013,1,1,0
PK,2014,2,2,0
PK,2016,2,2,0
PK,2017,2,0,0
PK,2018,3,2,0
PK,2019,4,0,0
PK,2020,12,10,0
PK,2021,22,18,0
PK,2022,27,15,0
PK,2023,45,28,0
PK,2024,91,64,0
PK,2025,126,82,0
PK,2026,49,23,1
PL,2011,1,1,0
PL,2012,4,3,0
PL,2013,11,8,1
PL,2014,25,17,2
PL,2015,36,23,4
PL,2016,50,28,8
PL,2017,74,38,6
PL,2018,86,39,4
PL,2019,110,53,5
PL,2020,123,52,4
PL,2021,121,42,3
PL,2022,130,49,3
PL,2023,135,48,3
PL,2024,166,71,2
PL,2025,148,60,6
PL,2026,65,10,1
PN,2014,1,1,0
PN,2015,1,0,0
PN,2016,1,0,0
PN,2021,1,0,0
PN,2022,1,0,0
PN,2023,1,0,0
PR,2016,1,1,0
PR,2017,1,0,0
PR,2018,2,1,0
PR,2019,5,3,0
PR,2020,2,1,0
PR,2021,2,1,0
PR,2022,3,0,0
PR,2023,4,3,0
PR,2024,3,1,0
PR,2025,1,0,0
PS,2015,2,2,0
PS,2016,2,0,0
PS,2017,1,0,0
PS,2019,1,1,0
PS,2021,1,0,0
PS,2022,3,3,0
PS,2023,3,0,0
PS,2024,6,3,0
PS,2025,11,6,0
PS,2026,2,0,0
PT,2012,1,1,0
PT,2013,1,1,0
PT,2014,3,2,0
PT,2015,7,5,0
PT,2016,12,7,2
PT,2017,10,4,2
PT,2018,15,6,2
PT,2019,21,13,1
PT,2020,32,18,1
PT,2021,43,17,1
PT,2022,43,16,1
PT,2023,42,13,1
PT,2024,49,24,0
PT,2025,33,10,0
PT,2026,19,4,0
PY,2022,1,1,0
PY,2023,1,0,0
PY,2024,1,1,0
PY,2025,1,1,0
QA,2015,1,1,0
QA,2016,3,2,0
QA,2017,1,0,0
QA,2018,1,0,0
QA,2019,1,0,0
QA,2020,3,2,0
QA,2021,1,0,0
QA,2022,2,1,0
QA,2023,2,0,0
QA,2024,2,0,0
QA,2025,4,3,0
RE,2015,1,1,0
RE,2018,1,1,0
RE,2019,1,1,0
RE,2020,3,1,0
RE,2021,2,0,0
RE,2022,2,1,0
RE,2025,1,1,0
RE,2026,1,0,0
RO,2012,3,3,0
RO,2013,8,5,1
RO,2014,5,3,1
RO,2015,4,2,0
RO,2016,11,7,0
RO,2017,18,9,0
RO,2018,39,25,2
RO,2019,42,25,1
RO,2020,66,39,0
RO,2021,59,24,0
RO,2022,53,24,0
RO,2023,52,17,1
RO,2024,69,36,1
RO,2025,102,60,2
RO,2026,51,22,2
RS,2017,1,1,0
RS,2018,4,4,0
RS,2019,6,3,0
RS,2020,7,5,0
RS,2021,8,6,0
RS,2022,12,6,0
RS,2023,10,4,1
RS,2024,8,3,1
RS,2025,9,5,0
RS,2026,4,2,0
RU,2011,27,27,17
RU,2012,46,23,19
RU,2013,79,41,20
RU,2014,115,53,19
RU,2015,107,39,9
RU,2016,167,89,7
RU,2017,198,81,9
RU,2018,241,106,7
RU,2019,302,136,11
RU,2020,364,173,8
RU,2021,356,169,6
RU,2022,415,207,7
RU,2023,476,200,8
RU,2024,501,215,7
RU,2025,486,180,6
RU,2026,300,92,6
RW,2023,1,1,0
RW,2024,1,1,0
SA,2013,1,1,0
SA,2014,3,2,0
SA,2015,5,4,0
SA,2016,8,3,0
SA,2017,7,1,0
SA,2018,11,7,0
SA,2019,20,14,0
SA,2020,13,4,0
SA,2021,23,15,0
SA,2022,30,13,0
SA,2023,32,14,0
SA,2024,51,28,0
SA,2025,33,8,1
SA,2026,14,2,2
SB,2020,1,1,0
SB,2024,1,0,0
SB,2026,1,0,0
SC,2017,1,1,0
SC,2018,1,1,0
SC,2019,1,1,0
SC,2020,1,1,0
SC,2021,1,1,0
SC,2022,1,0,0
SC,2023,1,1,0
SC,2024,1,1,0
SD,2015,1,1,0
SD,2016,1,1,0
SD,2018,1,1,0
SD,2019,3,2,0
SD,2020,2,0,0
SD,2021,4,3,0
SD,2022,2,1,0
SD,2023,5,2,0
SD,2024,4,1,0
SD,2025,1,0,0
SD,2026,2,1,0
SE,2011,2,2,2
SE,2012,2,0,1
SE,2013,4,2,1
SE,2014,8,7,1
SE,2015,12,7,1
SE,2016,11,5,2
SE,2017,22,14,1
SE,2018,28,16,1
SE,2019,44,25,1
SE,2020,63,36,1
SE,2021,70,30,1
SE,2022,62,29,2
SE,2023,69,27,2
SE,2024,67,27,1
SE,2025,66,18,1
SE,2026,32,3,0
SG,2012,6,6,0
SG,2013,5,2,0
SG,2014,5,3,0
SG,2015,8,5,0
SG,2016,16,11,0
SG,2017,20,11,0
SG,2018,32,19,1
SG,2019,56,34,0
SG,2020,70,30,0
SG,2021,114,67,0
SG,2022,117,60,2
SG,2023,118,46,2
SG,2024,125,58,1
SG,2025,110,50,1
SG,2026,51,15,0
SI,2018,2,2,0
SI,2019,1,1,0
SI,2020,8,6,0
SI,2021,7,3,1
SI,2022,7,5,0
SI,2023,5,1,0
SI,2024,7,2,0
SI,2025,9,1,0
SI,2026,3,0,0
SJ,2023,2,2,0
SJ,2024,2,0,0
SJ,2025,1,0,0
SK,2011,1,1,0
SK,2013,1,0,0
SK,2014,2,2,0
SK,2015,2,0,1
SK,2016,3,1,0
SK,2017,3,2,0
SK,2018,4,1,0
SK,2019,6,4,0
SK,2020,7,4,0
SK,2021,9,3,0
SK,2022,13,7,0
SK,2023,11,2,0
SK,2024,8,1,0
SK,2025,10,5,1
SK,2026,3,1,0
SL,2021,1,1,0
SL,2022,1,0,0
SL,2023,1,0,0
SM,2023,1,1,0
SM,2024,1,0,0
SM,2025,2,1,0
SM,2026,1,0,0
SN,2021,1,1,0
SN,2022,2,2,0
SN,2023,2,2,0
SN,2024,2,1,0
SN,2026,1,1,0
SO,2013,1,1,0
SS,2020,1,1,0
SS,2021,1,0,0
SS,2023,1,0,0
SS,2024,1,0,0
SS,2025,1,0,0
SS,2026,1,0,0
SV,2020,2,2,0
SV,2022,1,0,0
SV,2024,1,1,0
SV,2025,1,1,0
SY,2017,1,1,0
SY,2018,1,0,0
SY,2019,1,0,0
SY,2020,3,2,0
SY,2021,3,1,0
SY,2022,4,2,0
SY,2023,2,1,0
SY,2024,3,2,0
SY,2025,6,2,0
SZ,2024,1,1,0
SZ,2025,1,0,0
SZ,2026,1,0,0
TD,2019,1,1,0
TD,2020,1,0,0
TD,2021,1,0,0
TD,2024,2,2,0
TD,2025,2,2,0
TF,2021,1,1,0
TG,2011,1,1,0
TG,2020,1,1,0
TG,2021,3,2,0
TG,2022,2,1,0
TG,2023,6,5,0
TG,2024,7,4,0
TG,2025,3,0,0
TG,2026,3,0,0
TH,2011,1,1,0
TH,2012,1,0,0
TH,2013,2,1,0
TH,2014,4,3,0
TH,2015,8,5,0
TH,2016,14,8,0
TH,2017,19,11,1
TH,2018,24,10,0
TH,2019,32,15,0
TH,2020,38,21,0
TH,2021,57,26,0
TH,2022,55,22,0
TH,2023,58,24,0
TH,2024,67,31,0
TH,2025,65,32,0
TH,2026,24,10,0
TJ,2013,1,1,0
TJ,2014,1,0,0
TJ,2015,1,0,0
TJ,2016,1,0,0
TJ,2017,1,0,0
TJ,2018,1,0,0
TJ,2019,2,1,0
TJ,2020,1,0,0
TJ,2021,1,0,0
TJ,2022,1,0,0
TJ,2023,1,0,0
TJ,2024,1,0,0
TJ,2025,2,1,0
TJ,2026,2,1,0
TM,2020,1,1,0
TM,2021,1,0,0
TM,2022,1,0,0
TM,2023,2,1,0
TM,2024,1,0,0
TM,2025,1,0,0
TM,2026,2,1,0
TN,2011,1,1,0
TN,2012,2,1,1
TN,2013,7,5,1
TN,2014,14,10,0
TN,2015,23,12,0
TN,2016,18,9,1
TN,2017,28,14,1
TN,2018,35,15,1
TN,2019,40,18,1
TN,2020,47,24,3
TN,2021,47,22,1
TN,2022,45,21,2
TN,2023,46,16,0
TN,2024,81,52,0
TN,2025,59,33,0
TN,2026,31,8,0
TR,2013,3,3,0
TR,2014,7,6,0
TR,2015,15,10,0
TR,2016,19,11,0
TR,2017,45,36,0
TR,2018,34,20,0
TR,2019,51,20,0
TR,2020,49,28,0
TR,2021,44,23,0
TR,2022,51,25,0
TR,2023,55,27,0
TR,2024,51,23,1
TR,2025,59,33,0
TR,2026,22,9,0
TT,2020,2,2,0
TT,2021,1,0,0
TW,2011,1,1,1
TW,2012,1,1,0
TW,2013,5,4,1
TW,2014,29,24,3
TW,2015,41,20,4
TW,2016,44,21,4
TW,2017,48,20,4
TW,2018,63,28,3
TW,2019,84,50,3
TW,2020,99,54,2
TW,2021,105,44,3
TW,2022,92,31,2
TW,2023,100,39,2
TW,2024,95,43,0
TW,2025,111,50,0
TW,2026,61,26,0
TZ,2017,1,1,0
TZ,2020,1,1,0
TZ,2021,4,3,0
TZ,2022,9,7,0
TZ,2023,8,3,0
TZ,2024,13,5,0
TZ,2025,8,3,0
TZ,2026,4,1,0
UA,2011,1,1,1
UA,2012,3,2,2
UA,2013,3,2,1
UA,2014,8,6,1
UA,2015,11,5,1
UA,2016,14,9,1
UA,2017,23,13,1
UA,2018,19,7,1
UA,2019,26,14,1
UA,2020,33,14,1
UA,2021,36,20,0
UA,2022,32,15,0
UA,2023,46,22,0
UA,2024,48,26,0
UA,2025,51,28,0
UA,2026,34,15,2
UG,2011,1,1,0
UG,2019,1,0,0
UG,2020,1,0,0
UG,2021,1,0,0
UG,2022,1,0,0
UG,2024,2,1,0
UG,2025,3,2,0
UG,2026,2,1,0
UM,2013,1,1,0
UM,2019,1,1,0
UM,2020,2,2,0
UM,2021,1,0,0
UM,2023,1,0,0
UM,2025,1,1,0
US,2011,30,30,17
US,2012,47,21,18
US,2013,103,63,18
US,2014,148,72,17
US,2015,231,133,15
US,2016,345,204,11
US,2017,413,205,10
US,2018,415,198,8
US,2019,603,326,12
US,2020,791,451,14
US,2021,792,392,15
US,2022,742,335,11
US,2023,809,366,10
US,2024,767,341,12
US,2025,754,290,14
US,2026,331,95,10
UY,2016,1,1,0
UY,2017,1,0,0
UY,2018,1,0,0
UY,2021,3,3,0
UY,2022,1,1,0
UY,2023,4,2,0
UZ,2017,1,1,0
UZ,2018,1,1,0
UZ,2020,1,1,0
UZ,2022,1,1,0
UZ,2023,5,5,0
UZ,2024,8,6,0
UZ,2025,25,21,0
UZ,2026,19,10,2
VA,2018,2,2,0
VA,2019,3,2,0
VA,2020,2,0,0
VA,2021,4,3,0
VA,2022,5,3,0
VA,2023,3,0,0
VA,2024,1,0,0
VA,2025,1,0,0
VC,2024,1,1,1
VC,2025,1,0,1
VC,2026,1,0,0
VE,2018,1,1,0
VE,2021,1,1,0
VE,2022,1,0,0
VE,2023,1,0,0
VE,2024,1,0,0
VE,2026,1,0,0
VG,2021,1,1,0
VG,2022,1,0,0
VG,2023,1,0,0
VG,2024,1,0,0
VG,2025,1,1,0
VI,2019,1,1,0
VI,2020,1,1,0
VI,2024,2,2,0
VI,2025,1,0,0
VI,2026,1,1,0
VN,2011,2,2,1
VN,2012,6,5,1
VN,2013,19,15,2
VN,2014,41,25,3
VN,2015,44,27,3
VN,2016,57,29,5
VN,2017,77,34,2
VN,2018,96,55,3
VN,2019,114,56,2
VN,2020,159,90,0
VN,2021,235,153,2
VN,2022,211,104,3
VN,2023,235,118,5
VN,2024,317,170,4
VN,2025,397,236,3
VN,2026,206,67,10
VU,2018,2,2,0
VU,2020,1,1,0
WF,2014,1,1,0
WF,2015,1,0,0
WF,2016,1,0,0
WF,2025,1,0,0
WS,2025,1,1,0
YE,2015,1,1,0
YE,2021,1,1,0
YE,2024,1,0,0
YE,2025,4,4,0
YE,2026,2,1,0
ZA,2013,2,2,0
ZA,2016,1,1,0
ZA,2017,2,1,0
ZA,2018,3,1,0
ZA,2019,3,2,0
ZA,2020,9,7,0
ZA,2021,15,9,0
ZA,2022,10,5,0
ZA,2023,12,4,0
ZA,2024,17,8,0
ZA,2025,15,5,0
ZA,2026,9,4,0
ZM,2020,1,1,0
ZM,2025,1,0,0
ZW,2012,1,1,0
ZW,2018,1,1,0
ZW,2019,3,3,0
ZW,2020,3,2,0
ZW,2021,6,5,0
ZW,2022,3,2,0
ZW,2023,4,2,0
ZW,2024,3,0,0
ZW,2025,4,4,0
